,disease_type,sample_type,experimental_strategy,tissue_source_site_label,platform,data_submitting_center_label,portion_is_ffpe
14807,Bladder Urothelial Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
14808,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,ILSbio,Illumina HiSeq,Harvard Medical School,NO
14809,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina HiSeq,University of North Carolina,NO
14810,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
14811,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14812,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14813,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14814,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14815,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14816,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14817,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14818,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14819,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14820,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
14821,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - Cleveland Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14822,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Colorado Denver,Illumina HiSeq,University of North Carolina,NO
14823,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
14824,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - Lahey Clinic,Illumina HiSeq,University of North Carolina,NO
14825,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,UNC,Illumina HiSeq,University of North Carolina,NO
14826,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Barretos Cancer Hospital,Illumina HiSeq,University of North Carolina,NO
14827,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14828,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
14829,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,ILSbio,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
14830,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14831,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14832,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,ILSbio,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14833,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
14834,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Christiana Healthcare,Illumina HiSeq,Harvard Medical School,NO
14835,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14836,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
14837,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - Baylor,Illumina HiSeq,University of North Carolina,NO
14838,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14839,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
14840,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,ABS - IUPUI,Illumina HiSeq,University of North Carolina,NO
14841,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University of Miami,Illumina HiSeq,Harvard Medical School,NO
14842,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - UT Southwestern Medical Center at Dallas,Illumina HiSeq,University of North Carolina,NO
14843,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,CHI-Penrose Colorado,Illumina HiSeq,University of North Carolina,NO
14844,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14845,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,University of Pittsburgh,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
14846,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14847,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - UT Southwestern Medical Center at Dallas,Illumina HiSeq,University of North Carolina,NO
14848,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Medical College of Georgia,Illumina HiSeq,Harvard Medical School,NO
14849,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14850,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
14851,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14852,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,ABS - Lahey Clinic,Illumina HiSeq,University of North Carolina,NO
14853,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14854,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,Harvard Medical School,NO
14855,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14856,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14857,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14858,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14859,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,International Genomics Consortium,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14860,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
14861,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - Cleveland Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14862,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,ABS - IUPUI,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
14863,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Barretos Cancer Hospital,Illumina HiSeq,University of North Carolina,NO
14864,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Medical College of Georgia,Illumina HiSeq,University of North Carolina,NO
14865,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Erasmus MC,Illumina HiSeq,University of North Carolina,NO
14866,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14867,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14868,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
14869,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,UNC,Illumina HiSeq,University of North Carolina,NO
14870,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14871,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
14872,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Barretos Cancer Hospital,Illumina HiSeq,University of North Carolina,NO
14873,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14874,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Christiana Healthcare,Illumina HiSeq,University of North Carolina,YES
14875,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
14876,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14877,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14878,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
14879,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,MD Anderson,Illumina HiSeq,Harvard Medical School,NO
14880,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
14881,Bladder Urothelial Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14882,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,UNC,Illumina HiSeq,University of North Carolina,NO
14883,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - IUPUI,Illumina HiSeq,University of North Carolina,NO
14884,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Colorado Denver,Illumina HiSeq,University of North Carolina,NO
14885,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14886,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
14887,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
14888,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
14889,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,ABS - IUPUI,Illumina HiSeq,University of North Carolina,NO
14890,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14891,Bladder Urothelial Carcinoma,Primary Tumor,WGS,ABS - IUPUI,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14892,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - IUPUI,Illumina HiSeq,University of North Carolina,NO
14893,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14894,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14895,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,University of Pittsburgh,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14896,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Barretos Cancer Hospital,Illumina HiSeq,University of North Carolina,NO
14897,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Erasmus MC,Illumina HiSeq,University of North Carolina,NO
14898,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
14899,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14900,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14901,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
14902,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14903,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Cornell Medical College,Illumina HiSeq,University of North Carolina,NO
14904,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14905,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14906,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - Cleveland Clinic,Illumina HiSeq,University of North Carolina,NO
14907,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14908,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - Lahey Clinic,Illumina HiSeq,University of North Carolina,NO
14909,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
14910,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14911,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - Cleveland Clinic,Illumina HiSeq,University of North Carolina,NO
14912,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14913,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - IUPUI,Illumina HiSeq,University of North Carolina,NO
14914,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Christiana Healthcare,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
14915,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14916,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14917,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
14918,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14919,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14920,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,University of North Carolina,NO
14921,Bladder Urothelial Carcinoma,Primary Tumor,WGS,MD Anderson,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14922,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
14923,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,UNC,Illumina HiSeq,Harvard Medical School,NO
14924,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ILSbio,Illumina HiSeq,University of North Carolina,NO
14925,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,MD Anderson,Illumina HiSeq,Harvard Medical School,NO
14926,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14927,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14928,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,MD Anderson,Illumina HiSeq,Harvard Medical School,NO
14929,Bladder Urothelial Carcinoma,Primary Tumor,WGS,ILSbio,Illumina HiSeq,Harvard Medical School,NO
14930,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - Cleveland Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14931,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14932,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
14933,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
14934,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
14935,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14936,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
14937,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Christiana Healthcare,Illumina HiSeq,Harvard Medical School,NO
14938,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - Cleveland Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14939,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,University of North Carolina,NO
14940,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,ILSbio,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14941,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - Cleveland Clinic,Illumina HiSeq,University of North Carolina,NO
14942,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Cornell Medical College,Illumina HiSeq,University of North Carolina,NO
14943,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14944,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,UNC,Illumina HiSeq,University of North Carolina,NO
14945,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,Harvard Medical School,NO
14946,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14947,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14948,Bladder Urothelial Carcinoma,Primary Tumor,WGS,MD Anderson,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14949,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14950,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,ABS - IUPUI,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14951,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14952,Bladder Urothelial Carcinoma,Primary Tumor,WGS,ABS - Lahey Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14953,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14954,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14955,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University of Miami,Illumina HiSeq,University of North Carolina,NO
14956,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14957,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14958,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14959,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14960,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14961,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14962,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14963,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University of Miami,Illumina HiSeq,Harvard Medical School,NO
14964,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
14965,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,ABS - Lahey Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14966,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14967,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Erasmus MC,Illumina HiSeq,University of North Carolina,NO
14968,Bladder Urothelial Carcinoma,Primary Tumor,WGS,ABS - IUPUI,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14969,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14970,Bladder Urothelial Carcinoma,Primary Tumor,WGS,ABS - IUPUI,Illumina HiSeq,Harvard Medical School,NO
14971,Bladder Urothelial Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
14972,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,ABS - Lahey Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14973,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,International Genomics Consortium,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14974,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,ABS - IUPUI,Illumina HiSeq,University of North Carolina,NO
14975,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,UNC,Illumina HiSeq,Harvard Medical School,NO
14976,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
14977,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,International Genomics Consortium,Illumina HiSeq,University of North Carolina,NO
14978,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14979,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
14980,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
14981,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University Of Chicago,Illumina HiSeq,Harvard Medical School,NO
14982,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Medical College of Georgia,Illumina HiSeq,Harvard Medical School,NO
14983,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
14984,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
14985,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ILSbio,Illumina HiSeq,University of North Carolina,NO
14986,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
14987,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
14988,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14989,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ILSbio,Illumina HiSeq,University of North Carolina,NO
14990,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14991,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
14992,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
14993,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
14994,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Ontario Institute for Cancer Research (OICR),Illumina HiSeq,Harvard Medical School,NO
14995,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14996,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
14997,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - Lahey Clinic,Illumina HiSeq,University of North Carolina,NO
14998,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
14999,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15000,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15001,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15002,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15003,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15004,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,UNC,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15005,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
15006,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
15007,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15008,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15009,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
15010,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
